step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
1,PAYMENT,1000.0,5000.0,4000.0,0.0,0.0,0,0
